"ID"	"ENSEMBLE"	"SYMBOL"	"longname"	"location"	"ENTREZ"
8061986	"NM_001257137 "	" ITCH "	" itchy E3 ubiquitin protein ligase "	" 20q11.22 "	" 83737 "
8062016	"NM_001281727 "	" DYNLRB1 "	" dynein, light chain, roadblock-type 1 "	" 20q11.21 "	" 83658 "
8062023	"NM_032514 "	" MAP1LC3A "	" microtubule-associated protein 1 light chain 3 alpha "	" 20q11.22 "	" 84557 "
8062034	"NM_021202 "	" TP53INP2 "	" tumor protein p53 inducible nuclear protein 2 "	" 20q11.22 "	" 58476 "
8062041	"NM_001076552 "	" ACSS2 "	" acyl-CoA synthetase short-chain family member 2 "	" 20q11.22 "	" 55902 "
8062064	"NM_020884 "	" MYH7B "	" myosin, heavy chain 7B, cardiac muscle, beta "	" 20q11.22 "	" 57644 "
8062108	"NM_006404 "	" PROCR "	" protein C receptor, endothelial "	" 20q11.2 "	" 10544 "
8062117	"ENST00000363431 "	" RNA5SP483 "	" RNA, 5S ribosomal pseudogene 483 "	" --- "	" ---"
8062119	"ENST00000421424 "	" MT1P3 "	" metallothionein 1 pseudogene 3 "	" --- "	" --- "
8062123	"NM_006690 "	" MMP24 "	" matrix metallopeptidase 24 (membrane-inserted) "	" 20q11.2 "	" 10893 "
8062134	"ENST00000374375 "	" GDF5OS "	" growth differentiation factor 5 opposite strand "	" 20q11.2 "	" 554250 "
8062137	"NM_007186 "	" CEP250 "	" centrosomal protein 250kDa "	" 20q11.22 "	" 11190 "
8062174	"NM_015966 "	" ERGIC3 "	" ERGIC and golgi 3 "	" 20pter-q12 "	" 51614 "
8062190	"NM_003116 "	" SPAG4 "	" sperm associated antigen 4 "	" 20q11.21 "	" 6676 "
8062204	"ENST00000410528 "	" RN7SKP271 "	" RNA, 7SK small nuclear pseudogene 271 "	" --- "	" ---"
8062206	"NM_080748 "	" ROMO1 "	" reactive oxygen species modulator 1 "	" 20q11.22 "	" 140823 "
8062211	"NM_001289111 "	" RPF2 "	" ribosome production factor 2 homolog (S. cerevisiae) "	" 6q21 "	" 84154 "
8062213	"NM_016436 "	" PHF20 "	" PHD finger protein 20 "	" 20q11.22-q11.23 "	" 51230 "
8062235	"ENST00000364351 "	" RNU4-40P "	" RNA, U4 small nuclear 40, pseudogene "	" --- "	" ---"
8062237	"NM_001207076 "	" CNBD2 "	" cyclic nucleotide binding domain containing 2 "	" 20q11.23 "	" 140894 "
8062251	"NM_001258329 "	" EPB41L1 "	" erythrocyte membrane protein band 4.1-like 1 "	" 20q11.2-q12 "	" 2036 "
8062284	""	""	""	""	""
8062286	"NM_015511 "	" AAR2 "	" AAR2 splicing factor homolog (S. cerevisiae) "	" 20pter-q12 "	" 25980 "
8062293	"NM_001042486 "	" DLGAP4 "	" discs, large (Drosophila) homolog-associated protein 4 "	" 20q11.23 "	" 22839 "
8062312	"NM_006097 "	" MYL9 "	" myosin, light chain 9, regulatory "	" 20q11.23 "	" 10398 "
8062319	"NM_001199513 "	" TGIF2 "	" TGFB-induced factor homeobox 2 "	" 20q11.23 "	" 60436 "
8062326	"NM_001199534 "	" C20orf24 "	" chromosome 20 open reading frame 24 "	" 20q11.23 "	" 55969 "
8062337	"ENST00000480334 "	" RN7SL156P "	" RNA, 7SL, cytoplasmic 156, pseudogene "	" --- "	" ---"
8062339	"NM_080628 "	" TLDC2 "	" TBC/LysM-associated domain containing 2 "	" 20q11.23 "	" 140711 "
8062347	"ENST00000598590 "	" LOC100288869 "	" uncharacterized LOC100288869 "	" 20q11.23 "	" 100288869 "
8062349	"NM_001135771 "	" RPN2 "	" ribophorin II "	" 20q12-q13.1 "	" 6185 "
8062371	"NM_022077 "	" MANBAL "	" mannosidase, beta A, lysosomal-like "	" 20q11.23 "	" 63905 "
8062377	"NM_005417 "	" SRC "	" SRC proto-oncogene, non-receptor tyrosine kinase "	" 20q12-q13 "	" 6714 "
8062395	"NM_005386 "	" NNAT "	" neuronatin "	" 20q11.2-q12 "	" 4826 "
8062404	"NR_040021 "	" LOC100287792 "	" uncharacterized LOC100287792 "	" 20q11.23 "	" 100287792 "
8062409	"NM_001281495 "	" CTNNBL1 "	" catenin, beta like 1 "	" 20q11.23-q12 "	" 56259 "
8062427	"NM_080607 "	" VSTM2L "	" V-set and transmembrane domain containing 2 like "	" 20q11.23 "	" 128434 "
8062433	"NM_021215 "	" RPRD1B "	" regulation of nuclear pre-mRNA domain containing 1B "	" 20q11.21-q12 "	" 58490 "
8062444	"NM_001725 "	" BPI "	" bactericidal/permeability-increasing protein "	" 20q11.23 "	" 671 "
8062461	"NM_004139 "	" LBP "	" lipopolysaccharide binding protein "	" 20q11.23 "	" 3929 "
8062478	""	""	""	""	""
8062480	"NR_003239 "	" SNHG11 "	" small nucleolar RNA host gene 11 (non-protein coding) "	" 20q11.23 "	" 128439 "
8062490	"NR_002986 "	" SNORA60 "	" small nucleolar RNA, H/ACA box 60 "	" 20q11.23 "	" 677837 "
8062492	"NM_001282917 "	" RALGAPB "	" Ral GTPase activating protein, beta subunit (non-catalytic) "	" 20q11.23 "	" 57148 "
8062527	"ENST00000373348 "	" ADIG "	" adipogenin "	" 20q11.23 "	" 149685 "
8062532	"NM_001164431 "	" ARHGAP40 "	" Rho GTPase activating protein 40 "	" 20q11.23 "	" 343578 "
8062539	"NM_080552 "	" SLC32A1 "	" solute carrier family 32 (GABA vesicular transporter), member 1 "	" 20q11.23 "	" 140679 "
8062545	"NM_024855 "	" ACTR5 "	" ARP5 actin-related protein 5 homolog (yeast) "	" 20q11.23 "	" 79913 "
8062555	"ENST00000362821 "	" RN7SKP173 "	" RNA, 7SK small nuclear pseudogene 173 "	" --- "	" ---"
8062557	"NM_001172735 "	" PPP1R16B "	" protein phosphatase 1, regulatory subunit 16B "	" 20q11.23 "	" 26051 "
8062569	"ENST00000470786 "	" RN7SL116P "	" RNA, 7SL, cytoplasmic 116, pseudogene "	" --- "	" ---"
8062571	"NM_030919 "	" FAM83D "	" family with sequence similarity 83, member D "	" 20q11.23 "	" 81610 "
8062576	"NM_001190809 "	" DHX35 "	" DEAH (Asp-Glu-Ala-His) box polypeptide 35 "	" 20q11.22-q12 "	" 60625 "
8062599	""	""	""	""	""
8062601	"ENST00000410680 "	" RNU2-52P "	" RNA, U2 small nuclear 52, pseudogene "	" --- "	" --- "
8062603	"NM_003286 "	" TOP1 "	" topoisomerase (DNA) I "	" 20q12-q13.1 "	" 7150 "
8062623	"NM_002660 "	" PLCG1 "	" phospholipase C, gamma 1 "	" 20q12-q13.1 "	" 5335 "
8062658	"ENST00000445975 "	" LPIN3 "	" lipin 3 "	" 20q12 "	" 64900 "
8062681	"ENST00000439970 "	" RPL12P11 "	" ribosomal protein L12 pseudogene 11 "	" --- "	" ---"
8062685	"ENST00000411258 "	" RN7SKP100 "	" RNA, 7SK small nuclear pseudogene 100 "	" --- "	" ---"
8062687	"ENST00000460953 "	" RN7SL666P "	" RNA, 7SL, cytoplasmic 666, pseudogene "	" --- "	" ---"
8062689	"ENST00000464473 "	" PPIAP21 "	" peptidylprolyl isomerase A (cyclophilin A) pseudogene 21 "	" --- "	" ---"
8062691	""	""	""	""	""
8062693	"ENST00000364151 "	" RNU6-743P "	" RNA, U6 small nuclear 743, pseudogene "	" --- "	" ---"
8062695	"NM_006275 "	" SRSF6 "	" serine/arginine-rich splicing factor 6 "	" 20q12-q13.1 "	" 6431 "
8062705	"NM_015478 "	" L3MBTL1 "	" l(3)mbt-like 1 (Drosophila) "	" 20q13.12 "	" 26013 "
8062728	"NM_001199264 "	" SGK2 "	" serum/glucocorticoid regulated kinase 2 "	" 20q13.2 "	" 10110 "
8062748	"NM_016004 "	" IFT52 "	" intraflagellar transport 52 homolog (Chlamydomonas) "	" --- "	" 51098 "
8062766	"NM_001278610 "	" MYBL2 "	" v-myb avian myeloblastosis viral oncogene homolog-like 2 "	" 20q13.1 "	" 4605 "
8062782	"NM_001098797 "	" TOX2 "	" TOX high mobility group box family member 2 "	" 20q13.12 "	" 84969 "
8062794	"ENST00000464331 "	" RN7SL443P "	" RNA, 7SL, cytoplasmic 443, pseudogene "	" --- "	" --- "
8062796	"NM_001256737 "	" GDAP1L1 "	" ganglioside induced differentiation associated protein 1-like 1 "	" 20q12 "	" 78997 "
8062813	"NM_178491 "	" R3HDML "	" R3H domain containing-like "	" 20q13.12 "	" 140902 "
8062821	""	""	""	""	""
8062823	"NM_001287184 "	" HNF4A "	" hepatocyte nuclear factor 4, alpha "	" 20q13.12 "	" 3172 "
8062842	""	""	""	""	""
8062844	"NM_001039199 "	" TTPAL "	" tocopherol (alpha) transfer protein-like "	" 20q13.12 "	" 79183 "
8062852	"NM_001281444 "	" PKIG "	" protein kinase (cAMP-dependent, catalytic) inhibitor gamma "	" 20q12-q13.1 "	" 11142 "
8062862	""	""	""	""	""
8062864	"NM_003881 "	" WISP2 "	" WNT1 inducible signaling pathway protein 2 "	" 20q13.12 "	" 8839 "
8062873	"NM_022358 "	" KCNK15 "	" potassium channel, subfamily K, member 15 "	" 20q13.12 "	" 60598 "
8062880	"NM_003404 "	" YWHAB "	" tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, beta "	" 20q13.1 "	" 7529 "
8062890	"NM_001124756 "	" PABPC1L "	" poly(A) binding protein, cytoplasmic 1-like "	" --- "	" 80336 "
8062908	"NM_006282 "	" STK4 "	" serine/threonine kinase 4 "	" 20q11.2-q13.2 "	" 6789 "
8062927	"NM_002638 "	" PI3 "	" peptidase inhibitor 3, skin-derived "	" 20q13.12 "	" 5266 "
8062933	"NM_003007 "	" SEMG1 "	" semenogelin I "	" 20q12-q13.2 "	" 6406 "
8062944	"NM_003008 "	" SEMG2 "	" semenogelin II "	" 20q12-q13.1 "	" 6407 "
8062948	"NM_001281448 "	" RBPJL "	" recombination signal binding protein for immunoglobulin kappa J region-like "	" 20q13.12 "	" 11317 "
8062962	""	""	""	""	""
8062964	"NM_001197129 "	" SYS1 "	" Sys1 golgi trafficking protein "	" 20q13.12 "	" 90196 "
8062971	"NM_001048221 "	" DBNDD2 "	" dysbindin (dystrobrevin binding protein 1) domain containing 2 "	" 20q13.12 "	" 55861 "
8062981	"NM_001184729 "	" PIGT "	" phosphatidylinositol glycan anchor biosynthesis, class T "	" 20q12-q13.12 "	" 51604 "
8063000	"NM_006103 "	" WFDC2 "	" WAP four-disulfide core domain 2 "	" 20q13.12 "	" 10406 "
8063011	"NM_080753 "	" WFDC10A "	" WAP four-disulfide core domain 10A "	" 20q13.12 "	" 140832 "
8063014	"NM_172005 "	" WFDC13 "	" WAP four-disulfide core domain 13 "	" 20q13.12 "	" 164237 "
8063019	"NM_178455 "	" SPINT4 "	" serine peptidase inhibitor, Kunitz type 4 "	" 20q13.12 "	" 391253 "
8063024	"ENST00000448174 "	" SPINT5P "	" serine peptidase inhibitor, Kunitz type 5, pseudogene "	" --- "	" ---"
8063026	"ENST00000408119 "	" RNU6ATAC38P "	" RNA, U6atac small nuclear 38, pseudogene "	" --- "	" ---"
8063028	"NM_052951 "	" DNTTIP1 "	" deoxynucleotidyltransferase, terminal, interacting protein 1 "	" 20q13.12 "	" 116092 "
8063043	"NM_001281741 "	" UBE2C "	" ubiquitin-conjugating enzyme E2C "	" 20q13.12 "	" 11065 "
8063057	"NM_001042632 "	" SNX21 "	" sorting nexin family member 21 "	" 20q13.12 "	" 90203 "
8063071	"NM_080752 "	" ZSWIM3 "	" zinc finger, SWIM-type containing 3 "	" 20q13.12 "	" 140831 "
8063074	"NM_080603 "	" ZSWIM1 "	" zinc finger, SWIM-type containing 1 "	" 20q13.12 "	" 90204 "
8063078	"NM_000308 "	" CTSA "	" cathepsin A "	" 20q13.1 "	" 5476 "
8063097	"NM_022104 "	" PCIF1 "	" PDX1 C-terminal inhibiting factor 1 "	" 20q13.12 "	" 63935 "
8063115	"NM_004994 "	" MMP9 "	" matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase) "	" 20q11.2-q13.1 "	" 4318 "
8063129	"NM_001134771 "	" SLC12A5 "	" solute carrier family 12 (potassium/chloride transporter), member 5 "	" 20q13.12 "	" 57468 "
8063156	"NM_001250 "	" CD40 "	" CD40 molecule, TNF receptor superfamily member 5 "	" 20q12-q13.2 "	" 958 "
8063171	"ENST00000504759 "	" ZNF840 "	" zinc finger protein 840 "	" --- "	" ---"
8063174	"ENST00000504759 "	" ZNF840 "	" zinc finger protein 840 "	" --- "	" ---"
8063177	"NM_030777 "	" SLC2A10 "	" solute carrier family 2 (facilitated glucose transporter), member 10 "	" 20q13.1 "	" 81031 "
8063185	"ENST00000410942 "	" RN7SKP33 "	" RNA, 7SK small nuclear pseudogene 33 "	" --- "	" ---"
8063187	"NM_172110 "	" EYA2 "	" EYA transcriptional coactivator and phosphatase 2 "	" 20q13.1 "	" 2139 "
8063209	"NR_024594 "	" LOC100131496 "	" uncharacterized LOC100131496 "	" 20q13.12 "	" 100131496 "
8063211	"NM_001174087 "	" NCOA3 "	" nuclear receptor coactivator 3 "	" 20q12 "	" 8202 "
8063240	""	""	""	""	""
8063242	"NM_006420 "	" ARFGEF2 "	" ADP-ribosylation factor guanine nucleotide-exchange factor 2 (brefeldin A-inhibited) "	" 20q13.13 "	" 10564 "
8063283	"NM_001256135 "	" CSE1L "	" CSE1 chromosome segregation 1-like (yeast) "	" 20q13 "	" 1434 "
8063313	"ENST00000437218 "	" ARPC3P1 "	" actin related protein 2/3 complex, subunit 3 pseudogene 1 "	" --- "	" ---"
8063315	"NM_017895 "	" DDX27 "	" DEAD (Asp-Glu-Ala-Asp) box polypeptide 27 "	" 20q13.13 "	" 55661 "
8063337	"NR_003604 "	" ZFAS1 "	" ZNFX1 antisense RNA 1 "	" 20q13.13 "	" 441951 "
8063345	"NR_002433 "	" SNORD12C "	" small nucleolar RNA, C/D box 12C "	" 20q13.13 "	" 26765 "
8063347	"ENST00000466981 "	" RN7SL197P "	" RNA, 7SL, cytoplasmic 197, pseudogene "	" --- "	" ---"
8063349	"ENST00000516731 "	" RNU6-919P "	" RNA, U6 small nuclear 919, pseudogene "	" --- "	" ---"
8063351	"NM_001260491 "	" SLC9A8 "	" solute carrier family 9, subfamily A (NHE8, cation proton antiporter 8), member 8 "	" 20q13.13 "	" 23315 "
8063369	"NM_018683 "	" RNF114 "	" ring finger protein 114 "	" 20q13.13 "	" 55905 "
8063380	"ENST00000383983 "	" RNU6-147P "	" RNA, U6 small nuclear 147, pseudogene "	" --- "	" ---"
8063382	"NM_005985 "	" SNAI1 "	" snail family zinc finger 1 "	" 20q13.2 "	" 6615 "
8063386	"NM_001285878 "	" CEBPB "	" CCAAT/enhancer binding protein (C/EBP), beta "	" 20q13.1 "	" 1051 "
8063389	"NR_034124 "	" LINC01270 "	" long intergenic non-protein coding RNA 1270 "	" 20q13.13 "	" 284751 "
8063394	"NM_001278618 "	" PTPN1 "	" protein tyrosine phosphatase, non-receptor type 1 "	" 20q13.1-q13.2 "	" 5770 "
8063408	""	""	""	""	""
8063410	"NM_032521 "	" PARD6B "	" par-6 family cell polarity regulator beta "	" 20q13.13 "	" 84612 "
8063417	"NM_198799 "	" BCAS4 "	" breast carcinoma amplified sequence 4 "	" 20q13.13 "	" 55653 "
8063427	"NM_014484 "	" MOCS3 "	" molybdenum cofactor synthesis 3 "	" 20q13.13 "	" 27304 "
8063433	"ENST00000516658 "	" RNU6-347P "	" RNA, U6 small nuclear 347, pseudogene "	" --- "	" ---"
8063437	"NM_001193421 "	" TSHZ2 "	" teashirt zinc finger homeobox 2 "	" 20q13.2 "	" 128553 "
8063442	"ENST00000362348 "	" RN7SKP184 "	" RNA, 7SK small nuclear pseudogene 184 "	" --- "	" ---"
8063444	"NM_001193421 "	" TSHZ2 "	" teashirt zinc finger homeobox 2 "	" 20q13.2 "	" 128553 "
8063447	""	""	""	""	""
8063449	"NR_110051 "	" LOC101927770 "	" uncharacterized LOC101927770 "	" --- "	" 101927770 "
8063453	"ENST00000487129 "	" PFDN4 "	" prefoldin subunit 4 "	" 20q13.2 "	" 5203 "
8063458	"NM_018431 "	" DOK5 "	" docking protein 5 "	" 20q13.2 "	" 55816 "
8063473	"NM_000976 "	" RPL12 "	" ribosomal protein L12 "	" 9q34 "	" 6136 "
8063476	"NM_019888 "	" MC3R "	" melanocortin 3 receptor "	" 20q13.2-q13.3 "	" 4159 "
8063478	"NM_080821 "	" FAM210B "	" family with sequence similarity 210, member B "	" 20q13.2 "	" 116151 "
8063484	"NM_001033521 "	" CSTF1 "	" cleavage stimulation factor, 3 pre-RNA, subunit 1, 50kDa "	" 20q13.2 "	" 1477 "
8063497	"NM_001164114 "	" CASS4 "	" Cas scaffolding protein family member 4 "	" 20q13.31 "	" 57091 "
8063509	"NM_001283035 "	" RTFDC1 "	" replication termination factor 2 domain containing 1 "	" 20q13.31 "	" 51507 "
8063522	""	""	""	""	""
8063524	"AK097528 "	" LOC100130156 "	" uncharacterized LOC100130156 "	" 20q13.31 "	" 100130156"
8063526	"NM_001012971 "	" FAM209A "	" family with sequence similarity 209, member A "	" 20q13.31 "	" 200232 "
8063531	"NM_001013646 "	" FAM209B "	" family with sequence similarity 209, member B "	" 20q13.31 "	" 388799 "
8063534	""	""	""	""	""
8063536	"NM_003222 "	" TFAP2C "	" transcription factor AP-2 gamma (activating enhancer binding protein 2 gamma) "	" 20q13.2 "	" 7022 "
8063545	"ENST00000516282 "	" RNU6-1146P "	" RNA, U6 small nuclear 1146, pseudogene "	" --- "	" ---"
8063547	"ENST00000487098 "	" RN7SL170P "	" RNA, 7SL, cytoplasmic 170, pseudogene "	" --- "	" ---"
8063549	""	""	""	""	""
8063551	"NM_012444 "	" SPO11 "	" SPO11 meiotic protein covalently bound to DSB "	" 20q13.31 "	" 23626 "
8063566	"NM_001015885 "	" RAE1 "	" ribonucleic acid export 1 "	" 20q13.31 "	" 8480 "
8063583	"NM_001291780 "	" RBM38 "	" RNA binding motif protein 38 "	" 20q13.31 "	" 55544 "
8063590	"NM_002591 "	" PCK1 "	" phosphoenolpyruvate carboxykinase 1 (soluble) "	" 20q13.31 "	" 5105 "
8063601	"NM_178456 "	" C20orf85 "	" chromosome 20 open reading frame 85 "	" 20q13.32 "	" 128602 "
8063607	"NM_020673 "	" RAB22A "	" RAB22A, member RAS oncogene family "	" 20q13.32 "	" 57403 "
8063620	"NM_004738 "	" VAPB "	" VAMP (vesicle-associated membrane protein)-associated protein B and C "	" 20q13.33 "	" 9217 "
8063634	"ENST00000598340 "	" MGC4294 "	" uncharacterized MGC4294 "	" 20q13.32 "	" 79160 "
8063636	"NM_001001433 "	" STX16 "	" syntaxin 16 "	" 20q13.32 "	" 8675 "
8063650	"NM_001204872 "	" NPEPL1 "	" aminopeptidase-like 1 "	" 20q13.32 "	" 79716 "
8063668	"NM_000516 "	" GNAS "	" GNAS complex locus "	" 20q13.3 "	" 2778 "
8063697	"NM_198976 "	" NELFCD "	" negative elongation factor complex member C/D "	" 20q13 "	" 51497 "
8063716	"NM_030773 "	" TUBB1 "	" tubulin, beta 1 class VI "	" 20q13.32 "	" 81027 "
8063723	"NM_178457 "	" ZNF831 "	" zinc finger protein 831 "	" 20q13.32 "	" 128611 "
8063729	"NM_000114 "	" EDN3 "	" endothelin 3 "	" 20q13.2-q13.3 "	" 1908 "
8063739	"NM_001199505 "	" PHACTR3 "	" phosphatase and actin regulator 3 "	" 20q13.32-q13.33 "	" 116154 "
8063755	"NM_001190826 "	" FAM217B "	" family with sequence similarity 217, member B "	" 20q13.33 "	" 63939 "
8063761	"NM_021810 "	" CDH26 "	" cadherin 26 "	" 20q13.33 "	" 60437 "
8063785	"ENST00000313426 "	" C20orf197 "	" chromosome 20 open reading frame 197 "	" 20q13.33 "	" 284756 "
8063793	"AK128288 "	" MIR646HG "	" MIR646 host gene (non-protein coding) "	" 20q13.33 "	" 284757 "
8063796	"NM_001252338 "	" CDH4 "	" cadherin 4, type 1, R-cadherin (retinal) "	" 20q13.3 "	" 1002 "
8063814	"NM_144703 "	" LSM14B "	" LSM14B, SCD6 homolog B (S. cerevisiae) "	" 20q13.33 "	" 149986 "
8063835	"NM_144703 "	" LSM14B "	" LSM14B, SCD6 homolog B (S. cerevisiae) "	" 20q13.33 "	" 149986 "
8063839	"NM_198935 "	" SS18L1 "	" synovial sarcoma translocation gene on chromosome 18-like 1 "	" 20q13.3 "	" 26039 "
8063857	"NM_015666 "	" MTG2 "	" mitochondrial ribosome-associated GTPase 2 "	" 20q13.33 "	" 26164 "
8063869	"AK126744 "	" FLJ44790 "	" uncharacterized FLJ44790 "	" 20q13.33 "	" 400850"
8063873	"NM_001278649 "	" OSBPL2 "	" oxysterol binding protein-like 2 "	" 20q13.3 "	" 9885 "
8063893	"NM_001281437 "	" ADRM1 "	" adhesion regulating molecule 1 "	" 20q13.33 "	" 11047 "
8063903	"NM_001024 "	" RPS21 "	" ribosomal protein S21 "	" 20q13.3 "	" 6227 "
8063914	"NM_178463 "	" C20orf166 "	" chromosome 20 open reading frame 166 "	" 20q13.33 "	" 128826 "
8063921	"NR_029780 "	" MIR1-1 "	" microRNA 1-1 "	" 20q13.33 "	" 406904 "
8063923	"NM_016354 "	" SLCO4A1 "	" solute carrier organic anion transporter family, member 4A1 "	" 20q13.33 "	" 28231 "
8063942	"NM_002531 "	" NTSR1 "	" neurotensin receptor 1 (high affinity) "	" 20q13 "	" 4923 "
8063949	"NM_018270 "	" MRGBP "	" MRG/MORF4L binding protein "	" 20q13.33 "	" 55257 "
8063955	"NM_007346 "	" OGFR "	" opioid growth factor receptor "	" 20q13.3 "	" 11054 "
8063970	"NM_001853 "	" COL9A3 "	" collagen, type IX, alpha 3 "	" 20q13.3 "	" 1299 "
8064003	"NM_080750 "	" DPH3P1 "	" diphthamide biosynthesis 3 pseudogene 1 "	" 20q13.33 "	" 100132911 "
8064007	"NM_017896 "	" GID8 "	" GID complex subunit 8 "	" 20q13.33 "	" 54994 "
8064014	"NM_022082 "	" SLC17A9 "	" solute carrier family 17 (vesicular nucleotide transporter), member 9 "	" 20q13.33 "	" 63910 "
8064029	"NR_029670 "	" MIR124-3 "	" microRNA 124-3 "	" 20q13.33 "	" 406909 "
8064031	"NM_022161 "	" BIRC7 "	" baculoviral IAP repeat containing 7 "	" 20q13.3 "	" 79444 "
8064042	"NM_001281482 "	" ARFGAP1 "	" ADP-ribosylation factor GTPase activating protein 1 "	" 20q13.33 "	" 55738 "
8064059	"NM_020882 "	" COL20A1 "	" collagen, type XX, alpha 1 "	" 20q13.33 "	" 57642 "
8064098	"ENST00000410507 "	" RNU6-994P "	" RNA, U6 small nuclear 994, pseudogene "	" --- "	" ---"
8064100	"NM_024299 "	" PPDPF "	" pancreatic progenitor cell differentiation and proliferation factor "	" 20q13.33 "	" 79144 "
8064108	"XM_005260231 "	" C20orf195 "	" chromosome 20 open reading frame 195 "	" 20q13.33 "	" 79025 "
8064111	"NM_001283009 "	" RTEL1 "	" regulator of telomere elongation helicase 1 "	" 20q13.3 "	" 51750 "
8064156	"ENST00000431125 "	" ZGPAT "	" zinc finger, CCCH-type with G patch domain "	" 20q13.3 "	" 84619 "
8064168	"NM_017806 "	" LIME1 "	" Lck interacting transmembrane adaptor 1 "	" 20q13.3 "	" 54923 "
8064175	"NM_020062 "	" SLC2A4RG "	" SLC2A4 regulator "	" 20q13.33 "	" 56731 "
8064188	""	""	""	""	""
8064191	"NM_001243891 "	" TPD52L2 "	" tumor protein D52-like 2 "	" 20q13.2-q13.3 "	" 7165 "
8064203	"NM_080622 "	" ABHD16B "	" abhydrolase domain containing 16B "	" 20q13.33 "	" 140701 "
8064208	"NM_025219 "	" DNAJC5 "	" DnaJ (Hsp40) homolog, subfamily C, member 5 "	" 20q13.33 "	" 80331 "
8064216	"ENST00000362935 "	" RNU1-134P "	" RNA, U1 small nuclear 134, pseudogene "	" --- "	" ---"
8064218	"NM_012469 "	" PRPF6 "	" pre-mRNA processing factor 6 "	" 20q13.33 "	" 24148 "
8064242	"NR_027686 "	" LINC00176 "	" long intergenic non-protein coding RNA 176 "	" 20q13.33 "	" 284739 "
8064245	"NM_003195 "	" TCEA2 "	" transcription elongation factor A (SII), 2 "	" 20q13.33 "	" 6919 "
8064261	"NM_000913 "	" OPRL1 "	" opiate receptor-like 1 "	" 20q13.33 "	" 4987 "
8064277	"NM_004535 "	" MYT1 "	" myelin transcription factor 1 "	" 20q13.33 "	" 4661 "
8064302	"NM_001104925 "	" PCMTD2 "	" protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 2 "	" 20q13.33 "	" 55251 "
8064319	"NM_001037732 "	" DEFB128 "	" defensin, beta 128 "	" 20p13 "	" 245939 "
8064322	"NM_080571 "	" C20orf96 "	" chromosome 20 open reading frame 96 "	" 20p13 "	" 140680 "
8064336	"NM_144628 "	" TBC1D20 "	" TBC1 domain family, member 20 "	" 20p13 "	" 128637 "
8064351	"NM_001256686 "	" CSNK2A3 "	" casein kinase 2, alpha 3 polypeptide "	" 11p15.3 "	" 283106 "
8064370	"NM_004609 "	" TCF15 "	" transcription factor 15 (basic helix-loop-helix) "	" 20p13 "	" 6939 "
8064375	"NM_080725 "	" SRXN1 "	" sulfiredoxin 1 "	" 20p13 "	" 140809 "
8064382	""	""	""	""	""
8064384	"NM_033129 "	" SCRT2 "	" scratch family zinc finger 2 "	" 20p13 "	" 85508 "
8064388	"ENST00000381944 "	" SLC52A3 "	" solute carrier family 52 (riboflavin transporter), member 3 "	" 20p13 "	" 113278 "
8064394	""	""	""	""	""
8064396	"NM_015985 "	" ANGPT4 "	" angiopoietin 4 "	" 20p13 "	" 51378 "
8064407	"NM_001029871 "	" RSPO4 "	" R-spondin 4 "	" 20p13 "	" 343637 "
8064415	"NM_018354 "	" TMEM74B "	" transmembrane protein 74B "	" 20p13 "	" 55321 "
8064418	"NM_001199784 "	" SDCBP2 "	" syndecan binding protein (syntenin) 2 "	" 20p13 "	" 27111 "
8064430	""	""	""	""	""
8064432	"NM_000801 "	" FKBP1A "	" FK506 binding protein 1A, 12kDa "	" 20p13 "	" 2280 "
8064438	"NM_001206736 "	" NSFL1C "	" NSFL1 (p97) cofactor (p47) "	" 20p13 "	" 55968 "
8064451	"XM_005260708 "	" SIRPB2 "	" signal-regulatory protein beta 2 "	" 20p13 "	" 284759 "
8064462	"ENST00000516294 "	" RNU6-917P "	" RNA, U6 small nuclear 917, pseudogene "	" --- "	" ---"
8064464	"NM_178460 "	" SIRPD "	" signal-regulatory protein delta "	" 20p13 "	" 128646 "
8064471	"NM_001135844 "	" SIRPB1 "	" signal-regulatory protein beta 1 "	" 20p13 "	" 10326 "
8064485	"NM_018556 "	" SIRPG "	" signal-regulatory protein gamma "	" 20p13 "	" 55423 "
8064495	"NM_001190892 "	" PDYN "	" prodynorphin "	" 20p13 "	" 5173 "
8064500	""	""	""	""	""
8064502	"NM_003091 "	" SNRPB "	" small nuclear ribonucleoprotein polypeptides B and B1 "	" 20p13 "	" 6628 "
8064514	"NM_001282495 "	" ZNF343 "	" zinc finger protein 343 "	" 20p13 "	" 79175 "
8064522	"NM_001258384 "	" IDH3B "	" isocitrate dehydrogenase 3 (NAD+) beta "	" 20p13 "	" 3420 "
8064539	"NM_001184699 "	" CPXM1 "	" carboxypeptidase X (M14 family), member 1 "	" 20p13 "	" 56265 "
8064557	"NM_001271168 "	" PCED1A "	" PC-esterase domain containing 1A "	" 20p13 "	" 64773 "
8064575	"NM_000490 "	" AVP "	" arginine vasopressin "	" 20p13 "	" 551 "
8064581	"NM_001267584 "	" UBOX5 "	" U-box domain containing 5 "	" 20p13 "	" 22888 "
8064591	"NM_001282533 "	" LZTS3 "	" leucine zipper, putative tumor suppressor family member 3 "	" 20p13 "	" 9762 "
